Observation Date,Series Name,Observation Value
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from Turkey,0
30-Apr-20,55 U.A.E,-12.28219
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from U.A.E,-8.36865
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from U.A.E,6.772407
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to U.A.E,15.141057
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from U.A.E,-3.91354
30-Apr-20,56 United Kingdom,0.979787
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from U.K,12.305929
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from U.K,17.054043
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to U.K,4.748114
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from U.K,-11.326142
30-Apr-20,57 United States,-21.723198
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from U.S.A,24.4673
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from U.S.A,25.058801
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to U.S.A,0.591501
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from U.S.A,-46.190498
30-Apr-20,58 Others,10.481171
30-Apr-20,......I Foreign Direct Investment Net Received in PAK from others,8.156902
30-Apr-20,............i Foreign Direct Investment inflows Received in PAK from others,18.233628
30-Apr-20,............ii Foreign Direct Investment outflows from PAK to others,10.076726
30-Apr-20,......II Foreign Portfolio Investment Net in PAK from others,2.324269
31-Mar-20,1 Net Cash Flow on Foreign Investment in Pakistan during a month,-1628.597271
31-Mar-20,......I Net Cash Flow on Foreign Direct Investment in Pakistan during a month,278.732371
31-Mar-20,............i Foreign Direct Investment Inflows in PAK from World,319.843206
31-Mar-20,............ii Foreign Direct Investment outflows from PAK,41.110835
31-Mar-20,......II Net Foreign Portfolio Investment Received in PAK from World,-77.26999
31-Mar-20,......III Net public Foreign Investment Received in PAK from World,-1830.059652
31-Mar-20,2 Argentina,0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Argentina,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Argentina,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Argentina,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Argentina,0
31-Mar-20,3 Australia,-0.406158
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Australia,0.009318
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Australia,0.009318
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Australia,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Australia,-0.415476
31-Mar-20,4 Austria,2.7717
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Austria,2.7717
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Austria,2.7717
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Austria,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Austria,0
31-Mar-20,5 Bahamas,0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Bahamas,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Bahamas,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Bahamas,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Bahamas,0
31-Mar-20,6 Bahrain,0.913278
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Bahrain,0.919914
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Bahrain,0.919914
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Bahrain,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Bahrain,-0.006636
31-Mar-20,7 Bangladesh,0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Bangladesh,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Bangladesh,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Bangladesh,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Bangladesh,0
31-Mar-20,8 Belgium,0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Belgium,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Belgium,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Belgium,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Belgium,0
31-Mar-20,9 Bosnia Herzegovina,0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from B&H,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from B&H,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to B&H,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from B&H,0
31-Mar-20,10 Brunei,0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Brunei,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Brunei,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Brunei,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Brunei,0
31-Mar-20,11 Canada,-0.768665
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Canada,-0.000831
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Canada,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Canada,0.000831
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Canada,-0.767834
31-Mar-20,12 China,202.186513
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from China,202.153003
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from China,204.012937
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to China,1.859934
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from China,0.03351
31-Mar-20,13 Congo,0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Congo,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Congo,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Congo,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Congo,0
31-Mar-20,14 Denmark,0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Denmark,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Denmark,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Denmark,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Denmark,0
31-Mar-20,15 Egypt,1.08446
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Egypt,1.08446
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Egypt,1.08446
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Egypt,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Egypt,0
31-Mar-20,16 Finland,-0.516925
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Finland,-0.534952
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Finland,0.293689
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Finland,0.828641
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Finland,0.018027
31-Mar-20,17 France,-0.495741
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from France,-0.278356
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from France,0.05948
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to France,0.337836
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from France,-0.217385
31-Mar-20,18 Germany,7.190698
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Germany,7.223799
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Germany,7.223799
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Germany,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Germany,-0.033101
31-Mar-20,19 Hong Kong,-0.82205
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Hong Kong,0.822351
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Hong Kong,1.717345
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Hong Kong,0.894994
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Hong Kong,-1.644401
31-Mar-20,20 Hungary,4
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Hungary,4
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Hungary,4
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Hungary,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Hungary,0
31-Mar-20,21 Iceland,0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Iceland,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Iceland,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Iceland,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Iceland,0
31-Mar-20,22 Indonesia,-0.01158
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Indonesia,-0.01158
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Indonesia,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Indonesia,0.01158
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Indonesia,0
31-Mar-20,23 Iran,-0.004461
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Iran,-0.004461
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Iran,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Iran,0.004461
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Iran,0
31-Mar-20,24 Ireland,-4.857086
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Ireland,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Ireland,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Ireland,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Ireland,-4.857086
31-Mar-20,25 Italy,5.561985
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Italy,5.561985
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Italy,5.561985
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Italy,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Italy,0
31-Mar-20,26 Japan,2.693816
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Japan,2.683374
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Japan,3.773868
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Japan,1.090494
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Japan,0.010442
31-Mar-20,27 Kenya,0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Kenya,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Kenya,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Kenya,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Kenya,0
31-Mar-20,28 Korea (South),0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from S. Korea,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from S. Korea,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to S. Korea,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from S. Korea,0
31-Mar-20,29 Kuwait,2.331939
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Kuwait,2.565812
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Kuwait,2.77136
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Kuwait,0.205548
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Kuwait,-0.233873
31-Mar-20,30 Lebanon,0.427142
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Lebanon,0.427142
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Lebanon,0.427142
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Lebanon,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Lebanon,0
31-Mar-20,31 Liberia,0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Liberia,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Liberia,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Liberia,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Liberia,0
31-Mar-20,32 Libya,0
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Libya,0
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Libya,0
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Libya,0
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Libya,0
31-Mar-20,33 Luxembourg,-2.733589
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Luxembourg,0.143135
31-Mar-20,............i Foreign Direct Investment inflows Received in PAK from Luxembourg,0.328042
31-Mar-20,............ii Foreign Direct Investment outflows from PAK to Luxembourg,0.184907
31-Mar-20,......II Foreign Portfolio Investment Net in PAK from Luxembourg,-2.876724
31-Mar-20,34 Malaysia,1.245653
31-Mar-20,......I Foreign Direct Investment Net Received in PAK from Malaysia,1.245653
